utterance,Utterance Token,RNN Sentiment
"I got an error message when I tried to make a payment, but I was charged anyway, what do I have to do?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway']",Neutral
"i have a problem paying for my order, i need help notifying it","['problem', 'pay', 'order', 'need', 'help', 'notifi']",Negative
"I get an error message when I try to pay with card, can you help me?","['get', 'error', 'messag', 'tri', 'pay', 'card', 'help']",Positive
"an error pops when I attempt to pay for my online order, what can I do?","['error', 'pop', 'attempt', 'pay', 'onlin', 'order']",Positive
help me solve payment issues,"['help', 'solv', 'payment', 'issu']",Positive
ask an agent if I could solve issues weith my payment,"['ask', 'agent', 'could', 'solv', 'issu', 'weith', 'payment']",Positive
"please, can u ask an agent if i can solve a fucking issue with my payment?","['pleas', 'u', 'ask', 'agent', 'solv', 'fuck', 'issu', 'payment']",Positive
"i have a problem paying, what can i do?","['problem', 'pay']",Positive
where can I report an issue with mypayment?,"['report', 'issu', 'mypay']",Positive
where can I report problems paying?,"['report', 'problem', 'pay']",Positive
"I got an error message when I tried to make a payment, but my card was charged anyway, I need help reporting it","['got', 'error', 'messag', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'need', 'help', 'report']",Neutral
"the transfer was declined, can you help me?","['transfer', 'declin', 'help']",Positive
i need help solving an issue paying,"['need', 'help', 'solv', 'issu', 'pay']",Negative
"I have a problem when trying to pay for my order, what can I do to inform of it?","['problem', 'tri', 'pay', 'order', 'inform']",Positive
where do I notify issues making a payment?,"['notifi', 'issu', 'make', 'payment']",Positive
how can I report an issue with my payment ?,"['report', 'issu', 'payment']",Positive
"I have a problem when trying to make a payment, what should I do to report it?","['problem', 'tri', 'make', 'payment', 'report']",Neutral
"ask an agent where i can notify issues making a payent , please","['ask', 'agent', 'notifi', 'issu', 'make', 'payent', 'pleas']",Neutral
where do I report an issue making a payment?,"['report', 'issu', 'make', 'payment']",Positive
"i got an error message when i tried to make a payment, but i was charged anyway, how do i notify it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'notifi']",Neutral
I want to inform of payment problems,"['want', 'inform', 'payment', 'problem']",Neutral
"please, could u ask an agent how i can notify a fucking payment issue?","['pleas', 'could', 'u', 'ask', 'agent', 'notifi', 'fuck', 'payment', 'issu']",Positive
ask an agent where i can notify a problem making a payment,"['ask', 'agent', 'notifi', 'problem', 'make', 'payment']",Positive
"an error message pops when I try to make a payment for my online order, what should I do?","['error', 'messag', 'pop', 'tri', 'make', 'payment', 'onlin', 'order']",Positive
"please, could u ask an agent how i could notify a problem making a payment?","['pleas', 'could', 'u', 'ask', 'agent', 'could', 'notifi', 'problem', 'make', 'payment']",Neutral
can i report an payment problem?,"['report', 'payment', 'problem']",Positive
ask an agent where to report issues makinga payment,"['ask', 'agent', 'report', 'issu', 'makinga', 'payment']",Positive
"an error pops when I attempt to make a payment with card, can you help me?","['error', 'pop', 'attempt', 'make', 'payment', 'card', 'help']",Neutral
"i got an error message when i attempted to pay, but i was charged anyway, can u inform of it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'u', 'inform']",Positive
ask an agent how to inform of a problem making a payment,"['ask', 'agent', 'inform', 'problem', 'make', 'payment']",Positive
"I got an error message when I attempted to make a payment, but I was charged anyway, notify it","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'notifi']",Positive
"please, ask an agent where I can notify problems paying","['pleas', 'ask', 'agent', 'notifi', 'problem', 'pay']",Positive
"I have a problem making a paymemt, help me notify it","['problem', 'make', 'paymemt', 'help', 'notifi']",Neutral
"i ahve a problem when trying to pay for my online order, how can i report it?","['ahv', 'problem', 'tri', 'pay', 'onlin', 'order', 'report']",Positive
"ask an agent how to notify an issue with my payment, please","['ask', 'agent', 'notifi', 'issu', 'payment', 'pleas']",Positive
can u ask an agent how to solve problems making a payment?,"['u', 'ask', 'agent', 'solv', 'problem', 'make', 'payment']",Positive
"I have an issue when trying to make a payment, what can I do to report it?","['issu', 'tri', 'make', 'payment', 'report']",Neutral
"I have a problem when trying to make a payment, can you inform of it?","['problem', 'tri', 'make', 'payment', 'inform']",Neutral
"I got an error message when I attempted to pay, but my card was charged anyway, how do I report it?","['got', 'error', 'messag', 'attempt', 'pay', 'card', 'charg', 'anyway', 'report']",Positive
how do I notify problems paying?,"['notifi', 'problem', 'pay']",Positive
"I got an error when I tried to make a payment, but my card was charged anyway, how can I inform of it?","['got', 'error', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'inform']",Positive
"I get an error message when I attempt to make a payment for my order, what can I do?","['get', 'error', 'messag', 'attempt', 'make', 'payment', 'order']",Neutral
"I want to solve a payment problem, what can I do?","['want', 'solv', 'payment', 'problem']",Positive
"I have a problem paying for my order, can you inform of it?","['problem', 'pay', 'order', 'inform']",Negative
"i got an error when i tried to pay, but my card was charged anyway and i wanna notify it","['got', 'error', 'tri', 'pay', 'card', 'charg', 'anyway', 'wan', 'na', 'notifi']",Positive
"I get an error message when I try to make a payment for my online order, what do I have to do?","['get', 'error', 'messag', 'tri', 'make', 'payment', 'onlin', 'order']",Positive
I get an error when I try to make a payment,"['get', 'error', 'tri', 'make', 'payment']",Neutral
"I got an error message when I attempted to pay, but I was charged anyway, can I inform of it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'inform']",Positive
"i want to inform of a problem with my payment, can u help me?","['want', 'inform', 'problem', 'payment', 'u', 'help']",Neutral
"I have an issue paying for my online order, how do I inform of it?","['issu', 'pay', 'onlin', 'order', 'inform']",Positive
"I got an error message when I attempted to make a payment, but I was charged anyway, could you notify it, please?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'could', 'notifi', 'pleas']",Neutral
how to solve an issue making a payment,"['solv', 'issu', 'make', 'payment']",Positive
how do i inform of payment issues?,"['inform', 'payment', 'issu']",Positive
"I got an error message when I tried to pay, but my card was charged anyway, I need help informing of it, please","['got', 'error', 'messag', 'tri', 'pay', 'card', 'charg', 'anyway', 'need', 'help', 'inform', 'pleas']",Positive
"I have an issue when trying to pay with card, can you report it?","['issu', 'tri', 'pay', 'card', 'report']",Positive
where can I report a payment problem?,"['report', 'payment', 'problem']",Positive
"I would like to inform of an issue paying, can you help me?","['would', 'like', 'inform', 'issu', 'pay', 'help']",Negative
"I have n problem when trying to pay for my online order, how could I report it?","['n', 'problem', 'tri', 'pay', 'onlin', 'order', 'could', 'report']",Positive
i wanna report problems making a payment,"['wan', 'na', 'report', 'problem', 'make', 'payment']",Positive
"an error message pops when I attempt to pay for my online order, can you help me?","['error', 'messag', 'pop', 'attempt', 'pay', 'onlin', 'order', 'help']",Positive
"i have a problem when trying to make a payment with card, what do i have to do to notify it?","['problem', 'tri', 'make', 'payment', 'card', 'notifi']",Neutral
"I have a problem paying for my order, what should I do to notify it?","['problem', 'pay', 'order', 'notifi']",Negative
"I got an error when I attempted to make a payment, but I was charged anyway, help me notify it","['got', 'error', 'attempt', 'make', 'payment', 'charg', 'anyway', 'help', 'notifi']",Positive
can I report problems making a payment?,"['report', 'problem', 'make', 'payment']",Positive
"I got an error when I attempted to make a payment, but my card was charged anyway, can you report it?","['got', 'error', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'report']",Positive
"i have an issue paying for my order, how can i report it?","['issu', 'pay', 'order', 'report']",Negative
"i have a problem when trying to pay for my order, could u inform of it?","['problem', 'tri', 'pay', 'order', 'could', 'u', 'inform']",Positive
"I want to report an issue with my payment, what should I do?","['want', 'report', 'issu', 'payment']",Positive
"i have a problem when trying to pay with card, what can i do to report it?","['problem', 'tri', 'pay', 'card', 'report']",Positive
"i got an error when i attempted to pay, but i was charged anyway , how can i notify it?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'notifi']",Positive
"an error message pops when I attempt to make a payment for my online order , can you help me?","['error', 'messag', 'pop', 'attempt', 'make', 'payment', 'onlin', 'order', 'help']",Positive
ask an agent if i can notify a problem majing a payment,"['ask', 'agent', 'notifi', 'problem', 'maje', 'payment']",Positive
"I have a problem paying with card, can I notify it?","['problem', 'pay', 'card', 'notifi']",Positive
"I got an error message when I attempted to pay, but my card was charged anyway, how can I inform of it?","['got', 'error', 'messag', 'attempt', 'pay', 'card', 'charg', 'anyway', 'inform']",Positive
"I have an issue paying for my order, can you notify it, please?","['issu', 'pay', 'order', 'notifi', 'pleas']",Negative
"please, could you ask an agent how I could solve problems making a payment?","['pleas', 'could', 'ask', 'agent', 'could', 'solv', 'problem', 'make', 'payment']",Neutral
"I have an issue when trying to pay for my order, help me inform of it","['issu', 'tri', 'pay', 'order', 'help', 'inform']",Positive
"i got an error message when i tried to pay, but i was charged anyway, i need help notifying it","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'need', 'help', 'notifi']",Neutral
ask an agent where i can report a problem paying,"['ask', 'agent', 'report', 'problem', 'pay']",Positive
"i have an issue paying with card, can u notiyf it?","['issu', 'pay', 'card', 'u', 'notiyf']",Negative
"I have a problem paying with card, what do I have to do to notify it?","['problem', 'pay', 'card', 'notifi']",Positive
how can i report issues paying?,"['report', 'issu', 'pay']",Negative
ask an agent where i can inform of a problem making a payment,"['ask', 'agent', 'inform', 'problem', 'make', 'payment']",Positive
"i have an issue when trying to make a payment with card, what can i do to report it?","['issu', 'tri', 'make', 'payment', 'card', 'report']",Neutral
"i have an issue making a payment with card, what can i do to inform of it?","['issu', 'make', 'payment', 'card', 'inform']",Positive
"I have an issue when trying to make a payment, what do I have to do to report it?","['issu', 'tri', 'make', 'payment', 'report']",Neutral
"I got an error message when I tried to pay, but my card was charged anyway, how do I inform of it?","['got', 'error', 'messag', 'tri', 'pay', 'card', 'charg', 'anyway', 'inform']",Positive
"I have a problem paying for my order and I'd like to report it, please","['problem', 'pay', 'order', 'like', 'report', 'pleas']",Positive
"I want to solve a problem making a payment, can you help me?","['want', 'solv', 'problem', 'make', 'payment', 'help']",Neutral
"I got an error message when I attempted to make a payment, but I was charged anyway, what can I do?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway']",Positive
"ask an agent where to report an issue paying, please","['ask', 'agent', 'report', 'issu', 'pay', 'pleas']",Positive
"I got an error message when I tried to make a payment, but my card was charged anyway, what do I have to do to notify it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'notifi']",Neutral
"i get an error message when i try to make a payment with card, what can i do?","['get', 'error', 'messag', 'tri', 'make', 'payment', 'card']",Neutral
"ask an agent if i could inform of payment problems, please","['ask', 'agent', 'could', 'inform', 'payment', 'problem', 'pleas']",Positive
"I want to notify a problem with my payment, can you help me?","['want', 'notifi', 'problem', 'payment', 'help']",Neutral
"I have an issue makig a payment with card, how can I report it?","['issu', 'makig', 'payment', 'card', 'report']",Negative
"I have a problem paying, how do I notify it?","['problem', 'pay', 'notifi']",Positive
"ask an agent if I can solve a fucking payment problem, please","['ask', 'agent', 'solv', 'fuck', 'payment', 'problem', 'pleas']",Positive
"I got an error when I tried to pay, but my card was charged anyway, can I notify it?","['got', 'error', 'tri', 'pay', 'card', 'charg', 'anyway', 'notifi']",Positive
"I have a problem when trying to pay, what should I do to inform of it?","['problem', 'tri', 'pay', 'inform']",Positive
where to notify a problem making a payment,"['notifi', 'problem', 'make', 'payment']",Positive
"I got an error when I tried to make a payment, but I was charged anyway, can I inform of it?","['got', 'error', 'tri', 'make', 'payment', 'charg', 'anyway', 'inform']",Positive
"I have a problem paying, help me report it","['problem', 'pay', 'help', 'report']",Positive
"I got an error when I attempted to make a payment, but I was charged anyway, what do I have to do to report it?","['got', 'error', 'attempt', 'make', 'payment', 'charg', 'anyway', 'report']",Positive
where can I inform of payment issues?,"['inform', 'payment', 'issu']",Positive
"I get an error when I attempt to make an payment, what do I have to do?","['get', 'error', 'attempt', 'make', 'payment']",Positive
can u ask an agent to notify an issue making a payment?,"['u', 'ask', 'agent', 'notifi', 'issu', 'make', 'payment']",Positive
"I have an issue paying for my online order, how can I inform of it?","['issu', 'pay', 'onlin', 'order', 'inform']",Positive
"i got an err when i tried to pay, but i was charged anyway, can i inform of it?","['got', 'err', 'tri', 'pay', 'charg', 'anyway', 'inform']",Positive
"I have a problem making a payment, I need help  reporting it","['problem', 'make', 'payment', 'need', 'help', 'report']",Negative
"i have a problem making a payment, can i inform of it?","['problem', 'make', 'payment', 'inform']",Positive
"i have a problem when trying to pay for my order, inform of it","['problem', 'tri', 'pay', 'order', 'inform']",Positive
"I got an error message when I tried to make a payment, but I was charged anyway, what can I do to report it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'report']",Neutral
"I have an issue when trying to pay for my online order, what should I do to notify it?","['issu', 'tri', 'pay', 'onlin', 'order', 'notifi']",Positive
"I got an error message when I attempted to make a payment, but my card was charged anyway, can I notify it?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'notifi']",Positive
how to report a problem with my payment,"['report', 'problem', 'payment']",Positive
"I have an issue making a payment with card, what do I have to do to inform of it?","['issu', 'make', 'payment', 'card', 'inform']",Positive
"i got an error message when i tried to pay, but i was charged anyway, what do i have to do to notify it?","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'notifi']",Positive
i wanna inform of a problem with my payment,"['wan', 'na', 'inform', 'problem', 'payment']",Positive
"I have an issue when trying to pay with card, can I inform of it?","['issu', 'tri', 'pay', 'card', 'inform']",Positive
ask an agent how to report an issue  poaying,"['ask', 'agent', 'report', 'issu', 'poay']",Positive
"i wanna solve a problem paying, what do i have to do?","['wan', 'na', 'solv', 'problem', 'pay']",Positive
"I have  a problem when trying to pay for my order, I need help reporting it","['problem', 'tri', 'pay', 'order', 'need', 'help', 'report']",Negative
"I have an issue paying for my order, can I report it?","['issu', 'pay', 'order', 'report']",Negative
an error pops when I try to pay,"['error', 'pop', 'tri', 'pay']",Positive
"i haev a problem paying, can i inform of it?","['haev', 'problem', 'pay', 'inform']",Positive
"i have a problem paying for my order , i need help reporting it","['problem', 'pay', 'order', 'need', 'help', 'report']",Negative
"I have a problem when trying to pay with card, what should I do to report it?","['problem', 'tri', 'pay', 'card', 'report']",Positive
how can i solve a problem paying?,"['solv', 'problem', 'pay']",Positive
"I have an issue paying with card, can you notify it, please?","['issu', 'pay', 'card', 'notifi', 'pleas']",Negative
"the payment wont  go through, what should i do?","['payment', 'wont', 'go']",Positive
"i got an error when i attempted to pay, but i was charged anyway, could u inform of it, please?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'could', 'u', 'inform', 'pleas']",Positive
"I got an error when I tried to make a payment, but I was charged anyway and I want to report it","['got', 'error', 'tri', 'make', 'payment', 'charg', 'anyway', 'want', 'report']",Positive
"an error message pops when I try to make a payment for my online order, what can I do?","['error', 'messag', 'pop', 'tri', 'make', 'payment', 'onlin', 'order']",Positive
"I have a problem paying for my order, inform of it","['problem', 'pay', 'order', 'inform']",Negative
I ogt no  payment confirmation,"['ogt', 'payment', 'confirm']",Positive
"i have an issue making a payment, how can i notify it?","['issu', 'make', 'payment', 'notifi']",Positive
I get an error when I try to pay,"['get', 'error', 'tri', 'pay']",Positive
where can I inform of a problem making a payment?,"['inform', 'problem', 'make', 'payment']",Positive
"I got an error when I tried to make a payment, but I was charged anyway, how do I notify it?","['got', 'error', 'tri', 'make', 'payment', 'charg', 'anyway', 'notifi']",Positive
ask an agent how to report an issue making a payment,"['ask', 'agent', 'report', 'issu', 'make', 'payment']",Positive
"I got an error when I attempted to make a payment, but my card was charged anyway and I want to notify it","['got', 'error', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'want', 'notifi']",Positive
"I got an error when I tried to pay, but my card was charged anywaay, what can I do to report it?","['got', 'error', 'tri', 'pay', 'card', 'charg', 'anywaay', 'report']",Positive
"i have an issue paying for my online order, can u help me?","['issu', 'pay', 'onlin', 'order', 'u', 'help']",Positive
ask an agent if i can solve an issue making a payment,"['ask', 'agent', 'solv', 'issu', 'make', 'payment']",Positive
ask an agent if i can report problems paying,"['ask', 'agent', 'report', 'problem', 'pay']",Positive
help me report issues with my payment,"['help', 'report', 'issu', 'payment']",Positive
"I have an issue when trying to pay for my online order, notify it","['issu', 'tri', 'pay', 'onlin', 'order', 'notifi']",Positive
could u ask an agent where icould report a issue making a payment?,"['could', 'u', 'ask', 'agent', 'icould', 'report', 'issu', 'make', 'payment']",Neutral
where can i report payment problems?,"['report', 'payment', 'problem']",Positive
"an error pops when i attempt to make a payment for my order, what do i have to do?","['error', 'pop', 'attempt', 'make', 'payment', 'order']",Neutral
"I got an error when I attempted to pay, but I was charged anyway, how do I report it?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'report']",Positive
wheree do I inform of a payment issue?,"['where', 'inform', 'payment', 'issu']",Positive
"I have an issue paying, help me notify it","['issu', 'pay', 'help', 'notifi']",Negative
"I got an error message when I attempted to pay, but I was charged anyway, can I notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'notifi']",Positive
"please, ask an agent how i can report issues with my payment","['pleas', 'ask', 'agent', 'report', 'issu', 'payment']",Positive
"I got an error message when I attempted to pay, but I was charged anyway, what should I do to report it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'report']",Positive
"I have a problem when trying to pay, what should I do to report it?","['problem', 'tri', 'pay', 'report']",Positive
"I got an error message when I tried to make a payment, but my card was charged anyway, what should I do to inform of it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'inform']",Neutral
"I have an issue making a payment with card, what can I do to inform of it?","['issu', 'make', 'payment', 'card', 'inform']",Positive
ask an agent if I can report an fucking payment issuue,"['ask', 'agent', 'report', 'fuck', 'payment', 'issuu']",Positive
"I got an error when I attempted to make a payment, but I was charged anyway, what can I do to notify it?","['got', 'error', 'attempt', 'make', 'payment', 'charg', 'anyway', 'notifi']",Positive
ask an agent where i can report a problem with my payment,"['ask', 'agent', 'report', 'problem', 'payment']",Positive
how do I report an issue paying?,"['report', 'issu', 'pay']",Negative
i wanna report a problem  paying,"['wan', 'na', 'report', 'problem', 'pay']",Positive
"an error pops when i try to make an payment , can u help me?","['error', 'pop', 'tri', 'make', 'payment', 'u', 'help']",Negative
"I have a problem when trying to make a payment, what do I have to do to report it?","['problem', 'tri', 'make', 'payment', 'report']",Neutral
"I didn't get a payment validation, what can I do?","['get', 'payment', 'valid']",Positive
"please, could u ask an agent  how to wolve an issue with my payment?","['pleas', 'could', 'u', 'ask', 'agent', 'wolv', 'issu', 'payment']",Positive
"an error pops when I try to pay with card, what should I do?","['error', 'pop', 'tri', 'pay', 'card']",Positive
could you ask an agent if I can notify a problem making a payment?,"['could', 'ask', 'agent', 'notifi', 'problem', 'make', 'payment']",Positive
"I get an error when I try to pay for my order, what do I have todo?","['get', 'error', 'tri', 'pay', 'order', 'todo']",Neutral
"I got an error message when I attempted to pay, but my card was charged anyway, cam you report it?","['got', 'error', 'messag', 'attempt', 'pay', 'card', 'charg', 'anyway', 'cam', 'report']",Positive
"i have an issue paying for my online order, how can i report it?","['issu', 'pay', 'onlin', 'order', 'report']",Positive
"could u ask an agent if i could inform of payment issues, please?","['could', 'u', 'ask', 'agent', 'could', 'inform', 'payment', 'issu', 'pleas']",Negative
"i have an issue paying with card, what should i do to report it?","['issu', 'pay', 'card', 'report']",Negative
"I want to solve a problem paying, what do I have to do?","['want', 'solv', 'problem', 'pay']",Negative
"I have a problem when trying to make a payment with  card, how can I notify it?","['problem', 'tri', 'make', 'payment', 'card', 'notifi']",Neutral
"an error message pops when i attempt to pay for my online order, what should i do?","['error', 'messag', 'pop', 'attempt', 'pay', 'onlin', 'order']",Positive
"I have a problem when trying to pay for my online order, what should I do?","['problem', 'tri', 'pay', 'onlin', 'order']",Positive
"I have a problem when trying to pay for my online order, how can I report it?","['problem', 'tri', 'pay', 'onlin', 'order', 'report']",Positive
"I got an error message when I attempted to make a payment, buit my card was charged anyway, what do I have to do ?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'buit', 'card', 'charg', 'anyway']",Positive
"i have an issue when trying to pay for my online order, could u inform of it, please?","['issu', 'tri', 'pay', 'onlin', 'order', 'could', 'u', 'inform', 'pleas']",Positive
"please, could you ask an agent if I could solve problems making a payment?","['pleas', 'could', 'ask', 'agent', 'could', 'solv', 'problem', 'make', 'payment']",Neutral
"I got an error message when I tried to make a payment, but I was charged anyway, can you notify it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'notifi']",Neutral
how can I notify payment issues?,"['notifi', 'payment', 'issu']",Negative
"i got an error when i attempted to pay, but i was charged anyway and i want to inform of it","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'want', 'inform']",Neutral
"I have a problem when trying to pay with card, help me report it","['problem', 'tri', 'pay', 'card', 'help', 'report']",Positive
"I have a problem when trying to pay with card, report it","['problem', 'tri', 'pay', 'card', 'report']",Positive
I have a problem when trying to pay for my order and I want to inform of it,"['problem', 'tri', 'pay', 'order', 'want', 'inform']",Positive
how do I solve an issue with my payment?,"['solv', 'issu', 'payment']",Negative
"I got an error message when I tried to pay, but I was charged anyway, what can I do to notify it?","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'notifi']",Positive
"I have a problem making a payment, what can I do to report it?","['problem', 'make', 'payment', 'report']",Positive
"I want to inform of a problem with my payment, what should I do?","['want', 'inform', 'problem', 'payment']",Neutral
I'd like to notify an issue making a payment,"['like', 'notifi', 'issu', 'make', 'payment']",Neutral
"I have a problem when trying to make a payment, what should I do to inform of it?","['problem', 'tri', 'make', 'payment', 'inform']",Neutral
i want to inform of an isuse with my payment,"['want', 'inform', 'isus', 'payment']",Neutral
"I got an error message when I tried to pay, but I was charged anyway, help me notify it","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'help', 'notifi']",Positive
"I have an issue paying with card, how can I report ot?","['issu', 'pay', 'card', 'report', 'ot']",Negative
"I have an issue paying for my order, can I notify it?","['issu', 'pay', 'order', 'notifi']",Negative
can u ask an agent to inform of a fucking problem making a payment?,"['u', 'ask', 'agent', 'inform', 'fuck', 'problem', 'make', 'payment']",Positive
"I got an error when I attempted to pay, but my card was charged anyway, what do I have to do to notify it?","['got', 'error', 'attempt', 'pay', 'card', 'charg', 'anyway', 'notifi']",Positive
can I solve a payment problem?,"['solv', 'payment', 'problem']",Positive
"I want to solve an issue making a payment, can you help me?","['want', 'solv', 'issu', 'make', 'payment', 'help']",Neutral
can I solve payment problems?,"['solv', 'payment', 'problem']",Positive
"please, ask an agent to inform of an issue making a payment","['pleas', 'ask', 'agent', 'inform', 'issu', 'make', 'payment']",Positive
"I have an issue making a payment with card, can you report it?","['issu', 'make', 'payment', 'card', 'report']",Positive
"i got an error when i tried to pay, but i was charged anyway, what do i have to do to inform of it?","['got', 'error', 'tri', 'pay', 'charg', 'anyway', 'inform']",Positive
I want to report a payment problm,"['want', 'report', 'payment', 'problm']",Neutral
"I want to report an issue paying, can you help me?","['want', 'report', 'issu', 'pay', 'help']",Negative
help me inform of problerms making a payment,"['help', 'inform', 'problerm', 'make', 'payment']",Positive
"i wanna solve a payment issue, what do i have to do?","['wan', 'na', 'solv', 'payment', 'issu']",Positive
"I got an error message when I tried to pay, but my card was charged anyway, what should I do to inform of it?","['got', 'error', 'messag', 'tri', 'pay', 'card', 'charg', 'anyway', 'inform']",Positive
how can I inform of payment issues?,"['inform', 'payment', 'issu']",Positive
i have an issue paying and i want to notify it,"['issu', 'pay', 'want', 'notifi']",Positive
"an error pops when I attempt to make a payment for my online order, what can I do?","['error', 'pop', 'attempt', 'make', 'payment', 'onlin', 'order']",Positive
"I didn't get a payment validation, what should I do?","['get', 'payment', 'valid']",Positive
"I have an issue when trying to pay for my online order, can you report it?","['issu', 'tri', 'pay', 'onlin', 'order', 'report']",Positive
"I have an issue making a payment, I need help reporting it","['issu', 'make', 'payment', 'need', 'help', 'report']",Negative
ask an agent where i could notify an issue with my payment,"['ask', 'agent', 'could', 'notifi', 'issu', 'payment']",Positive
where can i report an issue paying?,"['report', 'issu', 'pay']",Negative
"please, ask an agent where i could inform of fucking problems making a payment","['pleas', 'ask', 'agent', 'could', 'inform', 'fuck', 'problem', 'make', 'payment']",Positive
"I get an error message when I try to pay with card, what do I have to do?","['get', 'error', 'messag', 'tri', 'pay', 'card']",Positive
"I got an error message when I tried to make a payment, but I was charged anyway, can I notify it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'notifi']",Neutral
i get an error message when i attempt to make a payment with card,"['get', 'error', 'messag', 'attempt', 'make', 'payment', 'card']",Positive
I need help solving paymwnt problems,"['need', 'help', 'solv', 'paymwnt', 'problem']",Positive
"I got an error message when I attempted to make a payment, but I was charged anyway, can you inform of it?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'inform']",Positive
"I have a problem when trying to pay with card, what do I have to do?","['problem', 'tri', 'pay', 'card']",Positive
"I got an error message when I tried to pay, but my card was charged anyway, help me report it","['got', 'error', 'messag', 'tri', 'pay', 'card', 'charg', 'anyway', 'help', 'report']",Neutral
"please, ask an agent where to report a payment issue","['pleas', 'ask', 'agent', 'report', 'payment', 'issu']",Positive
"I have a problem when trying to pay for my online order, what can I do?","['problem', 'tri', 'pay', 'onlin', 'order']",Positive
"I got an error when I tried to pay, but my card was charged anyway, how do I report it?","['got', 'error', 'tri', 'pay', 'card', 'charg', 'anyway', 'report']",Positive
"I have an issue paying for my order, report it","['issu', 'pay', 'order', 'report']",Negative
"I habe a problem when trying to make a payment, I need help reporting it","['habe', 'problem', 'tri', 'make', 'payment', 'need', 'help', 'report']",Negative
"I have an issue paying for my online order, what can I do to inform of it?","['issu', 'pay', 'onlin', 'order', 'inform']",Positive
"I got an error message when I attempted to pay, but I was charged anyway, how can I report it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'report']",Positive
"I have an issue paying, what can I do to report it?","['issu', 'pay', 'report']",Negative
"ask an agent if i can inform of fucking problems with my payment, please","['ask', 'agent', 'inform', 'fuck', 'problem', 'payment', 'pleas']",Positive
"please, ask an agent how I could notify issues making a payment","['pleas', 'ask', 'agent', 'could', 'notifi', 'issu', 'make', 'payment']",Positive
"i have an issue making a payment , can i notify it?","['issu', 'make', 'payment', 'notifi']",Positive
"ask an agent to inform of issues with my payment, please","['ask', 'agent', 'inform', 'issu', 'payment', 'pleas']",Positive
"I get an error message when I attempt to pay for my online order , can you help me?","['get', 'error', 'messag', 'attempt', 'pay', 'onlin', 'order', 'help']",Positive
can I inform of a problem with my payment?,"['inform', 'problem', 'payment']",Positive
I have an issue paying and I want to notify it,"['issu', 'pay', 'want', 'notifi']",Positive
"I have a problem  paying, can I inform of it?","['problem', 'pay', 'inform']",Positive
i get an error message when i attempt to make a payment for my order,"['get', 'error', 'messag', 'attempt', 'make', 'payment', 'order']",Neutral
"I have a problem when trying to make a payment, what can I do to inform of it?","['problem', 'tri', 'make', 'payment', 'inform']",Neutral
"I have an issue paying, I need help notifying it","['issu', 'pay', 'need', 'help', 'notifi']",Positive
how to inform of payment issues,"['inform', 'payment', 'issu']",Positive
i have an issue paying with card,"['issu', 'pay', 'card']",Negative
how do I notify issues paying?,"['notifi', 'issu', 'pay']",Negative
"I have a problem when trying to make a payment with card, can you notify it?","['problem', 'tri', 'make', 'payment', 'card', 'notifi']",Neutral
can u ask an agent where to report issues paying?,"['u', 'ask', 'agent', 'report', 'issu', 'pay']",Positive
where do I report a problem iwth my ayment?,"['report', 'problem', 'iwth', 'ayment']",Positive
how do I inform of payment problems?,"['inform', 'payment', 'problem']",Positive
