utterance,Utterance Token,RNN Sentiment,RNN Rating
"i got an error when i tried to pay, but i was charged anyway and i wanna inform of it","['got', 'error', 'tri', 'pay', 'charg', 'anyway', 'wan', 'na', 'inform']",Positive,1
"I got an error when I attempted to make a payment, but my card was charged anyway, what do I have to do?","['got', 'error', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway']",Positive,5
"I have an issue making a payment, can you report it?","['issu', 'make', 'payment', 'report']",Positive,5
"I got an error message when I tried to pay, but I was charged anyway and I want to notify it","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'want', 'notifi']",Neutral,5
"I got an error when I attempted to pay , but I was charged anyway, what do I have to do to inform of it?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'inform']",Positive,1
"I have an issue when trying to pay with card, can I notify it?","['issu', 'tri', 'pay', 'card', 'notifi']",Positive,5
where to inform of issues making a payment,"['inform', 'issu', 'make', 'payment']",Positive,5
"I have an issue when trying to pay, how can I notify it?","['issu', 'tri', 'pay', 'notifi']",Positive,5
ask an agent to notify a problem making a payment,"['ask', 'agent', 'notifi', 'problem', 'make', 'payment']",Positive,5
"I get an error when I try to make a payment, what should I do?","['get', 'error', 'tri', 'make', 'payment']",Neutral,5
"I have an issue when trying to make a payment, can you notify it?","['issu', 'tri', 'make', 'payment', 'notifi']",Neutral,5
"i got an error message when i attempted to pay, but i was charged anyway, what should i do to notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'notifi']",Positive,1
"I have a problem making a payment , how can I report it?","['problem', 'make', 'payment', 'report']",Positive,5
"I have an issue when trying to pay for my order, how can I notify it?","['issu', 'tri', 'pay', 'order', 'notifi']",Positive,5
"I have an issue when trying to pay with card, report it","['issu', 'tri', 'pay', 'card', 'report']",Positive,5
"I have a problem making a payment with card, how do I inform of it?","['problem', 'make', 'payment', 'card', 'inform']",Positive,5
"I have a problem when trying to pay with card, can you report it?","['problem', 'tri', 'pay', 'card', 'report']",Positive,5
how do I inform of problems making a payment?,"['inform', 'problem', 'make', 'payment']",Positive,5
"I got an error when I tried to make a payment, but I was charged anyway, what can I do to inform of it?","['got', 'error', 'tri', 'make', 'payment', 'charg', 'anyway', 'inform']",Positive,5
"k have an problem when trying to pay for my online order, i need help informing of it","['k', 'problem', 'tri', 'pay', 'onlin', 'order', 'need', 'help', 'inform']",Positive,5
how can I report an issue paying?,"['report', 'issu', 'pay']",Negative,5
"I get an error message when I attempt to pay, can you help me?","['get', 'error', 'messag', 'attempt', 'pay', 'help']",Positive,5
"I have a problem when trying to make a payment with card, can I notify it?","['problem', 'tri', 'make', 'payment', 'card', 'notifi']",Neutral,5
how do I solve problems paying?,"['solv', 'problem', 'pay']",Positive,5
"I want to report a problem making a payment, what can I do?","['want', 'report', 'problem', 'make', 'payment']",Neutral,5
"please, could you ask an agent ohw I could inform of fucking problems paying?","['pleas', 'could', 'ask', 'agent', 'ohw', 'could', 'inform', 'fuck', 'problem', 'pay']",Positive,5
I can't pay,"['ca', 'pay']",Positive,5
"i got an error when i tried to pay, but my card was charged anyway, what should i do to report it?","['got', 'error', 'tri', 'pay', 'card', 'charg', 'anyway', 'report']",Positive,1
"I got an error message when I attempted to make a payment, but I wascharged anyway, how can I report it?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'wascharg', 'anyway', 'report']",Positive,5
ask an agent how to report a problem paying,"['ask', 'agent', 'report', 'problem', 'pay']",Positive,5
"I got an error when I tried to make a payment, but I was charged anyway, help me report it","['got', 'error', 'tri', 'make', 'payment', 'charg', 'anyway', 'help', 'report']",Positive,5
"I got an error when I tried to pay, but I was charged anyway, what should I do to report it?","['got', 'error', 'tri', 'pay', 'charg', 'anyway', 'report']",Positive,1
I need help reporting a problem with ym payment,"['need', 'help', 'report', 'problem', 'ym', 'payment']",Neutral,4
"please, could you ask an agent where to report a problem with my payment?","['pleas', 'could', 'ask', 'agent', 'report', 'problem', 'payment']",Neutral,3
how can I inform of a payment issue?,"['inform', 'payment', 'issu']",Positive,4
"I got an error message when I tried to make a payment, but my card was charged anyway and I'd like to inform of it","['got', 'error', 'messag', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'like', 'inform']",Neutral,5
i have a problem making a payment with card and i want to notify it,"['problem', 'make', 'payment', 'card', 'want', 'notifi']",Positive,5
could u ask an agent where i can inform of fucking issues making a payment?,"['could', 'u', 'ask', 'agent', 'inform', 'fuck', 'issu', 'make', 'payment']",Negative,5
I want to solve payment issues,"['want', 'solv', 'payment', 'issu']",Positive,3
where  could i inform of issues paying?,"['could', 'inform', 'issu', 'pay']",Negative,1
can u ask an agent how to inform of an issue paying?,"['u', 'ask', 'agent', 'inform', 'issu', 'pay']",Positive,5
"I got an error message when I attempted to pay, but I was charged anyway and I want to inform of it","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'want', 'inform']",Neutral,5
"I got an error when I attempted to pay, but my card was charged anyway, how can I inform of it?","['got', 'error', 'attempt', 'pay', 'card', 'charg', 'anyway', 'inform']",Positive,5
"I want to inform of an issue paying, can you help me?","['want', 'inform', 'issu', 'pay', 'help']",Negative,1
"an error message pops when i attempt to pay for my online order, what do i have to do?","['error', 'messag', 'pop', 'attempt', 'pay', 'onlin', 'order']",Positive,5
"I have a problem when trying to pay for my order, can I notify it?","['problem', 'tri', 'pay', 'order', 'notifi']",Positive,5
"I got an error message when I attempted to pay, but I was charged anyway, what do I have to do to notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'notifi']",Positive,1
help me notify issues with my payment,"['help', 'notifi', 'issu', 'payment']",Positive,2
"I get an error when I attempt to make a payment with card, what should I do?","['get', 'error', 'attempt', 'make', 'payment', 'card']",Positive,5
my card was declined,"['card', 'declin']",Positive,5
"I got a error message when I attempted to pay, but I was chargd anyway, how do I notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'chargd', 'anyway', 'notifi']",Positive,1
"i got an error when i tried to pay, but i was charged anyway, what should i do?","['got', 'error', 'tri', 'pay', 'charg', 'anyway']",Positive,1
"the transaction was declined, what do I have to do?","['transact', 'declin']",Positive,5
"I have a problem paying for my order, report it","['problem', 'pay', 'order', 'report']",Positive,5
"I got an error when I attempted to pay, but my card was chareged anyway, how do I report it?","['got', 'error', 'attempt', 'pay', 'card', 'chareg', 'anyway', 'report']",Positive,1
"I have a problem paying, what should I do?","['problem', 'pay']",Positive,5
an error pops when I try to make a payment for my online order,"['error', 'pop', 'tri', 'make', 'payment', 'onlin', 'order']",Positive,5
"i got an error message when i attempted to pay, but i was charged anyway, how can i inform of it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'inform']",Positive,1
how can I noify problems with my payment ?,"['noifi', 'problem', 'payment']",Positive,2
"I got an error message when I attempted to make a payment, but I was charged anyway, what should I do?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway']",Positive,1
"I have an issue paying for my order, what do I have to do to inform fo it?","['issu', 'pay', 'order', 'inform', 'fo']",Negative,5
"i have an issue when trying to pay for my online order and i wanna report it, please","['issu', 'tri', 'pay', 'onlin', 'order', 'wan', 'na', 'report', 'pleas']",Neutral,5
"I have a problem making a payment, what do I have to do to notify it?","['problem', 'make', 'payment', 'notifi']",Positive,5
where to notify problems with my payment,"['notifi', 'problem', 'payment']",Positive,2
"please, could you ask an agent if I could solve a fucking issue with my payment?","['pleas', 'could', 'ask', 'agent', 'could', 'solv', 'fuck', 'issu', 'payment']",Neutral,3
"I have an issue paying for my online order, can you help me?","['issu', 'pay', 'onlin', 'order', 'help']",Negative,5
"I got an error when I tried to make a payment, but my card was charged anyway, report it","['got', 'error', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'report']",Positive,5
"I have an issue paying for my order, what should I do to report it?","['issu', 'pay', 'order', 'report']",Negative,5
an error pops when I try to make an payment for my order,"['error', 'pop', 'tri', 'make', 'payment', 'order']",Neutral,5
"I have an issue paying with card, what doI have to do to notify it?","['issu', 'pay', 'card', 'doi', 'notifi']",Negative,5
ask an agent how to inform of an issue making a payment,"['ask', 'agent', 'inform', 'issu', 'make', 'payment']",Positive,5
"I got an error message when I tried to pay, but I was charged anyway","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway']",Positive,1
"I got an error when I tried to make a payment, but I was charged anyway, what should I do to inform of it?","['got', 'error', 'tri', 'make', 'payment', 'charg', 'anyway', 'inform']",Positive,5
i have an issue when trying to pay and i wanna inform of it,"['issu', 'tri', 'pay', 'wan', 'na', 'inform']",Positive,5
"I have an issue when trying to pay for my order, what should I do to notify it?","['issu', 'tri', 'pay', 'order', 'notifi']",Positive,5
I have an issue when trying to pay for my online order and I want to notify it,"['issu', 'tri', 'pay', 'onlin', 'order', 'want', 'notifi']",Positive,5
"ask an agent where I could inform of problems making a payment, please","['ask', 'agent', 'could', 'inform', 'problem', 'make', 'payment', 'pleas']",Neutral,5
where do I notify an issue making a payment?,"['notifi', 'issu', 'make', 'payment']",Positive,5
"I got an error message when I tried to pay, but I was charged anyway, I need help informing of it","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'need', 'help', 'inform']",Neutral,5
where do i notify issues with my payment?,"['notifi', 'issu', 'payment']",Negative,1
I get an ereor when I attempt to pay with card,"['get', 'ereor', 'attempt', 'pay', 'card']",Positive,5
the transaction was declined,"['transact', 'declin']",Positive,5
"I would like to solve a problem making a payment, what should I do?","['would', 'like', 'solv', 'problem', 'make', 'payment']",Neutral,4
"i got an error message when i attempted to make a payment, but i was charged anyay, notify it","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyay', 'notifi']",Positive,1
"I get an error when I attempt to make a payment with card, what do I have to do?","['get', 'error', 'attempt', 'make', 'payment', 'card']",Positive,5
I need help notifying payment issues,"['need', 'help', 'notifi', 'payment', 'issu']",Positive,4
can you ask an agent how I can report fucking issues with my payment?,"['ask', 'agent', 'report', 'fuck', 'issu', 'payment']",Positive,5
"the payment failed, what should I dop?","['payment', 'fail', 'dop']",Negative,1
"i wanna notify an issue making a payment, what do i have to do?","['wan', 'na', 'notifi', 'issu', 'make', 'payment']",Positive,5
"please, can u ask an agent how to solve fucking payment issues?","['pleas', 'u', 'ask', 'agent', 'solv', 'fuck', 'payment', 'issu']",Positive,5
"I got an error message when I attempted to make a payment, but my card was charged anyway, what should I do to notify it?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'notifi']",Positive,5
"id like to solve a payment problem, what do i have to do?","['id', 'like', 'solv', 'payment', 'problem']",Negative,4
"I got an error message when I attempted to pay, but I was charged anyway, inform of it","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'inform']",Positive,1
"I have a problem making a payment, what should I do to inform of it?","['problem', 'make', 'payment', 'inform']",Positive,5
"i have a problem when trying to pay, report it","['problem', 'tri', 'pay', 'report']",Positive,5
can u ask an agent how to inform of problems making a payment?,"['u', 'ask', 'agent', 'inform', 'problem', 'make', 'payment']",Positive,5
ask an agent how i can report a problem making a payment,"['ask', 'agent', 'report', 'problem', 'make', 'payment']",Positive,5
can I solve issues making a payment?,"['solv', 'issu', 'make', 'payment']",Positive,5
"I got an error message when I tried to make a payment, but I was charged anyway, what should I do?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway']",Neutral,5
"I have a problem paying, what can I do to notify it?","['problem', 'pay', 'notifi']",Positive,5
I need help notifying problems paying,"['need', 'help', 'notifi', 'problem', 'pay']",Negative,5
"I got an error message when I attempted to pay, but my card was charged anyway, can you notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'card', 'charg', 'anyway', 'notifi']",Positive,1
I want to solve an problem with my payment,"['want', 'solv', 'problem', 'payment']",Positive,5
I have a problem paying with card and I want to report it,"['problem', 'pay', 'card', 'want', 'report']",Neutral,5
"i got an error message when i attempted to pay, but i was charged anyway, what do i have to do to notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'notifi']",Positive,1
"I have a problem when trying to pay with card, what do I have to do to report it?","['problem', 'tri', 'pay', 'card', 'report']",Positive,5
i have a problem when trying to pay and i wanna inform of it,"['problem', 'tri', 'pay', 'wan', 'na', 'inform']",Positive,5
"I have an issue when trying to pay for my order, what do I have to do to inform of it?","['issu', 'tri', 'pay', 'order', 'inform']",Positive,1
"I have a problem paying with card, what do I have to do to report it?","['problem', 'pay', 'card', 'report']",Positive,5
"i have an issue when trying to pay, what can i do to notify it?","['issu', 'tri', 'pay', 'notifi']",Positive,5
"please, could u ask an agent how i could notify an issue with my payment?","['pleas', 'could', 'u', 'ask', 'agent', 'could', 'notifi', 'issu', 'payment']",Positive,5
"I have an issue paying for my online order, inform of it","['issu', 'pay', 'onlin', 'order', 'inform']",Positive,5
"I have an issue when trying to pay with card, what can I do to inform of it?","['issu', 'tri', 'pay', 'card', 'inform']",Positive,5
"I got an error message when I tried to make a payment, but my card was charged anyway, can you help me?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'help']",Neutral,5
could you ask an agent if I could report fucking issues making a payment?,"['could', 'ask', 'agent', 'could', 'report', 'fuck', 'issu', 'make', 'payment']",Neutral,1
"i have an issue when trying to make a payment, how can i notify it?","['issu', 'tri', 'make', 'payment', 'notifi']",Neutral,5
"an error pops when I try to make a payment for my online order, what do I have to do?","['error', 'pop', 'tri', 'make', 'payment', 'onlin', 'order']",Positive,5
ask an agent where i could report a payment issue,"['ask', 'agent', 'could', 'report', 'payment', 'issu']",Positive,5
"i have a pfoblem paying with card, how do i notify it?","['pfoblem', 'pay', 'card', 'notifi']",Positive,5
"I got an error when I attempted to make a payment, but my card was charged anyway, what do I have to do to inform of it?","['got', 'error', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'inform']",Positive,5
"ask an agent if i can report a fucking problem with my payment, please","['ask', 'agent', 'report', 'fuck', 'problem', 'payment', 'pleas']",Positive,5
how can I inform of problems with my payment?,"['inform', 'problem', 'payment']",Positive,2
"I have a problem when trying to pay for my order, how can I inform of it?","['problem', 'tri', 'pay', 'order', 'inform']",Positive,5
"I got an error message when I tried to make a payment, but I was charged anyway and I want to inform of it","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'want', 'inform']",Neutral,5
"I got an error when I attempted to pay, but I was charged anyway, what can I do to notify it?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'notifi']",Positive,1
where can i report payment issues?,"['report', 'payment', 'issu']",Positive,4
"I get an error message when I attempt to paywith card, what should I  do?","['get', 'error', 'messag', 'attempt', 'paywith', 'card']",Positive,5
ask an agent if i can solve an issue paying,"['ask', 'agent', 'solv', 'issu', 'pay']",Positive,5
"please, can you ask an agent how to notify a payment problem?","['pleas', 'ask', 'agent', 'notifi', 'payment', 'problem']",Positive,5
"I got an error message when I attempted to make a payment, but I was charged anyway, can you help me?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'help']",Positive,1
"I got an error when I tried to make a payment, but I was charged anyway, can you report it?","['got', 'error', 'tri', 'make', 'payment', 'charg', 'anyway', 'report']",Positive,5
"could u ask an agent how i could notify an issue making a payment, please?","['could', 'u', 'ask', 'agent', 'could', 'notifi', 'issu', 'make', 'payment', 'pleas']",Positive,5
"my card was declined, what can I do?","['card', 'declin']",Positive,5
ask an agent how to notify a problem with my payment,"['ask', 'agent', 'notifi', 'problem', 'payment']",Positive,5
"I have an issue when trying to pay and I want to report it, please","['issu', 'tri', 'pay', 'want', 'report', 'pleas']",Positive,5
I have a problem making a payment,"['problem', 'make', 'payment']",Positive,5
"I get an error when I attempt to make a payment for my order, what do I have to do?","['get', 'error', 'attempt', 'make', 'payment', 'order']",Neutral,5
"I have a problem paying, what can I do to inform of it?","['problem', 'pay', 'inform']",Positive,5
"I have an issue paying for my order, what can I do to report it?","['issu', 'pay', 'order', 'report']",Negative,5
"I got an error when I tried to make a payment, but my card was charged anyway, what can I do  to report it?","['got', 'error', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'report']",Positive,5
"I have a problem when trying to pay with card, how can I report it?","['problem', 'tri', 'pay', 'card', 'report']",Positive,5
"I have a problem making an payment with card, how do I notify it?","['problem', 'make', 'payment', 'card', 'notifi']",Positive,5
"I got an error message when I tried to make a paymnt, but I was charged anyway, I need help reporting it","['got', 'error', 'messag', 'tri', 'make', 'paymnt', 'charg', 'anyway', 'need', 'help', 'report']",Positive,5
I want to inform of an issue making an payment,"['want', 'inform', 'issu', 'make', 'payment']",Neutral,5
"I got an error message when I tried to make a payment, but I was charged anyway, can I report it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'report']",Neutral,5
"I have an issue paying with card, what do I have to do to inform of it?","['issu', 'pay', 'card', 'inform']",Negative,5
"I need help notifying a problem with my payment, please","['need', 'help', 'notifi', 'problem', 'payment', 'pleas']",Negative,4
"i got an error message when i tried to pay, but i was charged anyway, what can i do to inform of it?","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'inform']",Positive,1
"I have a problem when trying to pay for my online order, can you help me?","['problem', 'tri', 'pay', 'onlin', 'order', 'help']",Positive,5
"i got an error message when i attempted to make a payment, but my card was charged anyway and i wanna inform of it","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'wan', 'na', 'inform']",Positive,5
"I got an error message when I attempted to make a payment, but my card was charged anyway, what should I do to inform of it?","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'inform']",Positive,5
"I want to inform of a problem paying, what do I have to do?","['want', 'inform', 'problem', 'pay']",Negative,1
"I got an error when I tried to pay, but I was charged anyway, help me inform of it","['got', 'error', 'tri', 'pay', 'charg', 'anyway', 'help', 'inform']",Positive,1
"I got an error when I tried to make a payment, but my card was charged anyway and I want to inform of it","['got', 'error', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'want', 'inform']",Positive,5
i wanna inform of a payment problem,"['wan', 'na', 'inform', 'payment', 'problem']",Positive,4
i have a problem when trying o pay and i want to notify it,"['problem', 'tri', 'pay', 'want', 'notifi']",Positive,5
ask an agent to notify a fucking problem with my payment,"['ask', 'agent', 'notifi', 'fuck', 'problem', 'payment']",Positive,5
"i got an error when i tried to make a payment, but i was charged anyway, can i report it?","['got', 'error', 'tri', 'make', 'payment', 'charg', 'anyway', 'report']",Positive,5
an error message pops when I try to pay,"['error', 'messag', 'pop', 'tri', 'pay']",Positive,5
"can u ask an agent how i could notify a problem with my payment, please?","['u', 'ask', 'agent', 'could', 'notifi', 'problem', 'payment', 'pleas']",Positive,5
"I have an issue when trying to pay for my order, what do I have to do?","['issu', 'tri', 'pay', 'order']",Positive,5
"please, can you ask an agent how I can report a fucking issue making a payment?","['pleas', 'ask', 'agent', 'report', 'fuck', 'issu', 'make', 'payment']",Positive,5
"i got an error message when i attempted to pay , but i was charged anyway, how can i notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'charg', 'anyway', 'notifi']",Positive,1
"i have an issue paying with card, inform of it","['issu', 'pay', 'card', 'inform']",Negative,5
where can i inform of a problem with my payment?,"['inform', 'problem', 'payment']",Positive,2
"i want to notify a problem making a payment, what should i do?","['want', 'notifi', 'problem', 'make', 'payment']",Neutral,1
how do i inform of payment problems?,"['inform', 'payment', 'problem']",Positive,2
I have a problem paying with card,"['problem', 'pay', 'card']",Positive,5
"I have an issue when trying to pay for my order, I need help reporting it","['issu', 'tri', 'pay', 'order', 'need', 'help', 'report']",Negative,1
"I have a problem paying for my online order, how can I notify it?","['problem', 'pay', 'onlin', 'order', 'notifi']",Positive,5
ask an agent to notify issues with my payment,"['ask', 'agent', 'notifi', 'issu', 'payment']",Positive,4
"I have a problem when trying to pay, help me inform of it","['problem', 'tri', 'pay', 'help', 'inform']",Positive,5
I want to notify issues paying,"['want', 'notifi', 'issu', 'pay']",Neutral,1
"I have a problem paying for my online order, how can I inform of it?","['problem', 'pay', 'onlin', 'order', 'inform']",Positive,5
"I got an error when I tried to pay, but my card was charged anyway, help me notify it","['got', 'error', 'tri', 'pay', 'card', 'charg', 'anyway', 'help', 'notifi']",Positive,5
could u ask an agent where i could inform of a payment problem?,"['could', 'u', 'ask', 'agent', 'could', 'inform', 'payment', 'problem']",Neutral,2
"I have an issue when trying to pay for my order , what can I do to report it?","['issu', 'tri', 'pay', 'order', 'report']",Positive,5
 need help informing of issues paying,"['need', 'help', 'inform', 'issu', 'pay']",Negative,5
ask an agent to solve a problem with my payment,"['ask', 'agent', 'solv', 'problem', 'payment']",Positive,5
"I got an error when I attempted to make a payment, but I was charged anyway, I need help notifying it","['got', 'error', 'attempt', 'make', 'payment', 'charg', 'anyway', 'need', 'help', 'notifi']",Positive,5
where do i notify a fucking problem with my payment?,"['notifi', 'fuck', 'problem', 'payment']",Positive,2
"I got an error message when I tried to pay, but I was charged anyway, help me inform of it","['got', 'error', 'messag', 'tri', 'pay', 'charg', 'anyway', 'help', 'inform']",Positive,1
how to notify an issue making a payment,"['notifi', 'issu', 'make', 'payment']",Positive,5
can u ask an agent where to report an issue paying?,"['u', 'ask', 'agent', 'report', 'issu', 'pay']",Positive,5
"I have an issue making a payment with card, notify it","['issu', 'make', 'payment', 'card', 'notifi']",Positive,5
"I got an error message when I attempted to pay, but my card was charged anyway, what should I do to notify it?","['got', 'error', 'messag', 'attempt', 'pay', 'card', 'charg', 'anyway', 'notifi']",Positive,1
"I got an error when I attempted to make a payment, but I was charged anyway, can I inform of it?","['got', 'error', 'attempt', 'make', 'payment', 'charg', 'anyway', 'inform']",Positive,5
can i notify problems paying?,"['notifi', 'problem', 'pay']",Positive,5
"I have a problem paying for my order, what can I do to report it?","['problem', 'pay', 'order', 'report']",Positive,5
I have an issue when trying to make a payment,"['issu', 'tri', 'make', 'payment']",Neutral,5
"I have a problem making a payment, how do I inform of it?","['problem', 'make', 'payment', 'inform']",Positive,5
how do I notify a payment problem?,"['notifi', 'payment', 'problem']",Positive,2
i need help reporting an issue with my payment,"['need', 'help', 'report', 'issu', 'payment']",Positive,4
I have a problem when trying to make a payment with card and I want to inform of it,"['problem', 'tri', 'make', 'payment', 'card', 'want', 'inform']",Neutral,5
I need help notifying issues with my payment,"['need', 'help', 'notifi', 'issu', 'payment']",Positive,4
"I got an error when I tried to make a payment, but my card was charged anyway and I want to notify it","['got', 'error', 'tri', 'make', 'payment', 'card', 'charg', 'anyway', 'want', 'notifi']",Positive,5
"i have a problem when trying to pay for my online order, can i inform of it?","['problem', 'tri', 'pay', 'onlin', 'order', 'inform']",Positive,5
how to solve an issue paying,"['solv', 'issu', 'pay']",Negative,5
"i get an error message when i try to make a payment for my order, can u help me?","['get', 'error', 'messag', 'tri', 'make', 'payment', 'order', 'u', 'help']",Neutral,5
"could u ask an agent to inform of a payment issue, please?","['could', 'u', 'ask', 'agent', 'inform', 'payment', 'issu', 'pleas']",Negative,5
"I got an error when I attempted to pay, but I was charged anyway, can you inform of it?","['got', 'error', 'attempt', 'pay', 'charg', 'anyway', 'inform']",Positive,1
"I have an issue paying, what do I have to do to report it?","['issu', 'pay', 'report']",Negative,5
"ask an agent how i could report payment issues, please","['ask', 'agent', 'could', 'report', 'payment', 'issu', 'pleas']",Positive,5
"please, could u ask an agent if i can report payment problems?","['pleas', 'could', 'u', 'ask', 'agent', 'report', 'payment', 'problem']",Neutral,3
"please, can u ask an agent to notify a fucking problem making a payment?","['pleas', 'u', 'ask', 'agent', 'notifi', 'fuck', 'problem', 'make', 'payment']",Positive,5
"I got an error message when I tried to make a payment, but I was charged anyway, can you report it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'report']",Neutral,5
where do i notify payment issues?,"['notifi', 'payment', 'issu']",Negative,1
"an error pops when i attempt to make a payment, what can i do?","['error', 'pop', 'attempt', 'make', 'payment']",Neutral,5
"I got an error message when I attempted to pay, but my card was charged anyway, inform of it","['got', 'error', 'messag', 'attempt', 'pay', 'card', 'charg', 'anyway', 'inform']",Positive,1
"please , could you ask an agent to solve issues paying?","['pleas', 'could', 'ask', 'agent', 'solv', 'issu', 'pay']",Positive,5
"ask an agent how I could solve payment issues, please","['ask', 'agent', 'could', 'solv', 'payment', 'issu', 'pleas']",Positive,5
"I have an issue when trying to pay for my online order, report it","['issu', 'tri', 'pay', 'onlin', 'order', 'report']",Positive,5
"ask an agent to notify an issue making a payment, please","['ask', 'agent', 'notifi', 'issu', 'make', 'payment', 'pleas']",Neutral,5
"please, ask an agent if i can solve a fucking problem with my payment","['pleas', 'ask', 'agent', 'solv', 'fuck', 'problem', 'payment']",Positive,5
can I report an issue with my payment?,"['report', 'issu', 'payment']",Positive,4
"I got an error message when I tried to make a payment, but I was charged anyway, what do I have to do to inform of it?","['got', 'error', 'messag', 'tri', 'make', 'payment', 'charg', 'anyway', 'inform']",Neutral,5
"I got an error when I attempted to make a payment, but my card was charged anyway, can I inform of it?","['got', 'error', 'attempt', 'make', 'payment', 'card', 'charg', 'anyway', 'inform']",Positive,5
"I got an error message when I attempted to make a payment, but I was charged anyway, report it","['got', 'error', 'messag', 'attempt', 'make', 'payment', 'charg', 'anyway', 'report']",Positive,1
"i get an error message when i try to pay for my online order, what should i do ?","['get', 'error', 'messag', 'tri', 'pay', 'onlin', 'order']",Positive,5
how to  inform of an payment issue,"['inform', 'payment', 'issu']",Positive,4
"i got an error when i tried to pay, but i was charged anyway, can i report it?","['got', 'error', 'tri', 'pay', 'charg', 'anyway', 'report']",Positive,1
ask an agent where to inform of payment problems,"['ask', 'agent', 'inform', 'payment', 'problem']",Positive,5
"I got an error when I tried tol pay, but my card was charged anyway, can you inform of it?","['got', 'error', 'tri', 'tol', 'pay', 'card', 'charg', 'anyway', 'inform']",Positive,1
an error message pops when I try to pay for my online order,"['error', 'messag', 'pop', 'tri', 'pay', 'onlin', 'order']",Positive,5
"i have a problem when trying to make a payment, how can i inform of it?","['problem', 'tri', 'make', 'payment', 'inform']",Neutral,5
"I have a problem making a payment, what should I do?","['problem', 'make', 'payment']",Positive,5
"i have an issue making a payment with card, notify it","['issu', 'make', 'payment', 'card', 'notifi']",Positive,5
where toreport issues paying,"['toreport', 'issu', 'pay']",Negative,5
"please, could you ask an agent how I can report payment issues?","['pleas', 'could', 'ask', 'agent', 'report', 'payment', 'issu']",Positive,3
were can i notify problems with my payment?,"['notifi', 'problem', 'payment']",Positive,2
"I have a problem when trying to pay for my online order, what should I do to notify it?","['problem', 'tri', 'pay', 'onlin', 'order', 'notifi']",Positive,5
"please, ask an agent where to report fucking issues paying","['pleas', 'ask', 'agent', 'report', 'fuck', 'issu', 'pay']",Positive,5
ask an agent if i can report an issue paying,"['ask', 'agent', 'report', 'issu', 'pay']",Positive,5
"I get an error message when I attempt to make a payment with card, what do I have to do?","['get', 'error', 'messag', 'attempt', 'make', 'payment', 'card']",Positive,5
where to inform of a  problem making a payment,"['inform', 'problem', 'make', 'payment']",Positive,5
"I got an error when I attempted to pay, but my card was charged anyway, what shouldI do to notify it?","['got', 'error', 'attempt', 'pay', 'card', 'charg', 'anyway', 'shouldi', 'notifi']",Positive,5
"I got an error when I tried to pay, but my card was charged anyway, report it","['got', 'error', 'tri', 'pay', 'card', 'charg', 'anyway', 'report']",Positive,1
can I solve a problem paying?,"['solv', 'problem', 'pay']",Positive,5
"I have a problem when trying to pay for my online order, help me notify it","['problem', 'tri', 'pay', 'onlin', 'order', 'help', 'notifi']",Positive,5
"I have a problem when trying to pay, what do I have to do to report it?","['problem', 'tri', 'pay', 'report']",Positive,5
can u ask an agent if i can inform of issues with my payment?,"['u', 'ask', 'agent', 'inform', 'issu', 'payment']",Positive,5
